2;air_base;701.00;10.13;2752.00;4.83;0
2;naval_base;708.00;9.50;2792.00;-2.92;1643
2;bunker;709.00;9.73;2789.00;2.78;0
2;coastal_bunker;697.00;9.50;2783.00;-2.92;0
2;dockyard;699.00;9.50;2724.00;0.32;0
2;anti_air_building;709.00;9.70;2790.00;3.38;0
2;anti_air_building;700.00;9.70;2754.00;1.22;0
2;anti_air_building;703.00;9.73;2779.00;5.34;0
2;synthetic_refinery;709.00;9.70;2792.00;5.45;0
2;fuel_silo;713.00;10.07;2772.00;3.29;0
2;radar_station;708.00;9.53;2759.00;0.90;0
2;rocket_site;703.00;10.40;2722.00;2.33;0
2;nuclear_reactor;702.00;9.70;2773.00;3.89;0
3;arms_factory;704.00;10.28;2683.00;1.16;0
3;arms_factory;713.00;10.40;2701.00;5.28;0
3;arms_factory;712.00;9.90;2674.00;0.20;0
3;arms_factory;706.00;9.88;2714.00;3.22;0
3;arms_factory;722.00;11.10;2695.00;5.88;0
3;arms_factory;709.00;9.85;2712.00;2.26;0
3;industrial_complex;713.00;10.25;2676.00;0.11;0
3;industrial_complex;715.00;9.70;2659.00;1.67;0
3;industrial_complex;718.00;10.95;2696.00;5.79;0
3;industrial_complex;705.00;9.78;2715.00;0.71;0
3;industrial_complex;712.00;10.15;2705.00;4.83;0
3;industrial_complex;710.00;9.85;2668.00;0.11;0
3;air_base;704.00;10.30;2700.00;2.78;0
3;naval_base;708.00;9.60;2720.00;-3.14;1620
3;bunker;708.00;9.85;2713.00;2.17;0
3;coastal_bunker;710.00;9.50;2690.00;-3.14;0
3;dockyard;720.00;9.50;2691.00;-3.14;0
3;anti_air_building;721.00;9.90;2697.00;5.34;0
3;anti_air_building;721.00;10.13;2713.00;5.45;0
3;anti_air_building;705.00;10.00;2711.00;3.29;0
3;synthetic_refinery;713.00;9.73;2673.00;5.95;0
3;fuel_silo;711.00;10.50;2698.00;2.33;0
3;radar_station;711.00;9.85;2680.00;0.14;0
3;rocket_site;704.00;9.78;2712.00;1.73;0
3;nuclear_reactor;711.00;9.73;2687.00;4.40;0
4;arms_factory;4109.00;9.82;2598.00;0.20;0
4;arms_factory;4153.00;9.80;2444.00;3.22;0
4;arms_factory;4113.00;9.73;2435.00;5.88;0
4;arms_factory;4302.00;9.70;2473.00;2.26;0
4;arms_factory;4191.00;9.70;2522.00;0.11;0
4;arms_factory;4172.00;9.70;2522.00;1.67;0
4;industrial_complex;4219.00;9.70;2434.00;5.79;0
4;industrial_complex;4115.00;10.18;2419.00;0.71;0
4;industrial_complex;4088.00;9.70;2610.00;4.83;0
4;industrial_complex;4125.00;10.00;2442.00;0.11;0
4;industrial_complex;4117.00;9.90;2515.00;2.78;0
4;industrial_complex;4276.00;9.70;2482.00;5.44;0
4;air_base;4209.00;9.70;2424.00;2.17;0
4;naval_base;4108.00;9.50;2473.00;-2.46;1695
4;naval_base;4233.00;9.50;2451.00;0.29;1659
4;naval_base;4230.00;9.70;2495.00;-2.99;1709
4;naval_base;4096.00;9.50;2584.00;-1.06;1695
4;naval_base;4184.00;9.50;2395.00;-0.25;1706
4;naval_base;4081.00;9.50;2384.00;-1.77;1617
4;naval_base;4187.00;9.50;2518.00;-3.90;1709
4;bunker;4180.00;9.70;2430.00;3.89;0
4;bunker;4107.00;9.70;2498.00;1.73;0
4;bunker;4093.00;9.70;2357.00;4.40;0
4;bunker;4100.00;10.65;2538.00;0.78;0
4;bunker;4232.00;9.70;2470.00;2.34;0
4;bunker;4277.00;9.70;2486.00;0.18;0
4;bunker;4113.00;9.70;2622.00;2.84;0
4;coastal_bunker;4253.00;9.70;2445.00;0.29;0
4;coastal_bunker;4149.00;9.50;2569.00;-3.90;0
4;coastal_bunker;4075.00;9.50;2366.00;-1.77;0
4;coastal_bunker;4095.00;9.50;2603.00;-1.06;0
4;coastal_bunker;4105.00;9.50;2436.00;-0.81;0
4;coastal_bunker;4220.00;9.50;2420.00;0.93;0
4;coastal_bunker;4300.00;9.50;2461.00;0.60;0
4;dockyard;4164.00;9.50;2541.00;-3.90;0
4;anti_air_building;4101.00;10.00;2588.00;6.12;0
4;anti_air_building;4119.00;9.75;2430.00;3.96;0
4;anti_air_building;4114.00;9.82;2505.00;1.80;0
4;synthetic_refinery;4285.00;9.70;2468.00;4.46;0
4;fuel_silo;4164.00;9.90;2415.00;6.03;0
4;radar_station;4191.00;9.70;2496.00;3.57;0
4;rocket_site;4195.00;9.70;2431.00;0.25;0
4;nuclear_reactor;4101.00;9.70;2414.00;1.45;0
5;arms_factory;2523.00;9.70;2625.00;5.88;0
5;arms_factory;2528.00;9.70;2617.00;2.26;0
5;arms_factory;2504.00;9.70;2612.00;0.11;0
5;arms_factory;2551.00;9.70;2599.00;1.67;0
5;arms_factory;2536.00;9.70;2623.00;5.79;0
5;arms_factory;2557.00;9.70;2613.00;0.71;0
5;industrial_complex;2493.00;9.70;2605.00;4.83;0
5;industrial_complex;2548.00;9.70;2597.00;0.11;0
5;industrial_complex;2540.00;9.70;2618.00;2.78;0
5;industrial_complex;2490.00;9.70;2609.00;5.44;0
5;industrial_complex;2522.00;9.70;2601.00;2.17;0
5;industrial_complex;2532.00;9.70;2625.00;3.38;0
5;air_base;2563.00;9.70;2612.00;1.22;0
5;bunker;2485.00;9.70;2606.00;5.34;0
5;anti_air_building;2561.00;9.70;2599.00;5.45;0
5;anti_air_building;2545.00;9.70;2614.00;3.29;0
5;anti_air_building;2557.00;9.70;2609.00;5.95;0
5;synthetic_refinery;2503.00;9.70;2605.00;2.33;0
5;fuel_silo;2548.00;9.70;2619.00;3.89;0
5;radar_station;2528.00;9.70;2609.00;3.08;0
5;rocket_site;2559.00;9.70;2606.00;4.40;0
5;nuclear_reactor;2527.00;9.70;2628.00;0.78;0
6;arms_factory;2660.00;9.70;2491.00;0.11;0
6;arms_factory;2650.00;9.70;2493.00;1.67;0
6;arms_factory;2651.00;9.70;2492.00;5.79;0
6;arms_factory;2662.00;9.70;2490.00;0.71;0
6;arms_factory;2664.00;9.70;2492.00;4.83;0
6;arms_factory;2664.00;9.70;2491.00;0.11;0
6;industrial_complex;2653.00;9.70;2490.00;2.78;0
6;industrial_complex;2655.00;9.70;2492.00;5.44;0
6;industrial_complex;2666.00;9.70;2490.00;2.17;0
6;industrial_complex;2655.00;9.70;2489.00;3.38;0
6;industrial_complex;2646.00;9.70;2492.00;1.22;0
6;industrial_complex;2657.00;9.70;2490.00;5.34;0
6;air_base;2661.00;9.70;2495.00;5.45;0
6;bunker;2653.00;9.70;2491.00;3.29;0
6;anti_air_building;2665.00;9.70;2489.00;5.95;0
6;anti_air_building;2660.00;9.70;2494.00;2.33;0
6;anti_air_building;2661.00;9.70;2490.00;3.89;0
6;synthetic_refinery;2655.00;9.70;2488.00;1.73;0
6;fuel_silo;2660.00;9.70;2493.00;4.40;0
6;radar_station;2657.00;9.70;2492.00;2.31;0
6;rocket_site;2664.00;9.70;2494.00;2.34;0
6;nuclear_reactor;2651.00;9.70;2493.00;0.18;0
7;arms_factory;837.00;9.73;2472.00;5.79;0
7;arms_factory;826.00;10.10;2459.00;0.71;0
7;arms_factory;816.00;9.82;2465.00;4.83;0
7;arms_factory;834.00;9.95;2465.00;0.11;0
7;arms_factory;818.00;9.70;2473.00;2.78;0
7;arms_factory;833.00;9.80;2474.00;5.44;0
7;industrial_complex;818.00;10.15;2465.00;2.17;0
7;industrial_complex;836.00;9.95;2465.00;3.38;0
7;industrial_complex;837.00;9.85;2467.00;1.22;0
7;industrial_complex;835.00;9.85;2474.00;5.34;0
7;industrial_complex;825.00;9.70;2475.00;5.45;0
7;industrial_complex;829.00;10.50;2467.00;3.29;0
7;air_base;839.00;9.75;2467.00;5.95;0
7;naval_base;814.00;9.50;2465.00;-1.11;1686
7;bunker;818.00;9.85;2477.00;3.89;0
7;coastal_bunker;822.00;9.70;2482.00;-1.11;0
7;dockyard;842.00;9.50;2469.00;-1.11;0
7;anti_air_building;835.00;9.93;2469.00;0.78;0
7;anti_air_building;825.00;10.07;2470.00;2.34;0
7;anti_air_building;831.00;9.80;2477.00;0.18;0
7;synthetic_refinery;826.00;9.70;2480.00;2.84;0
7;fuel_silo;837.00;9.88;2469.00;5.50;0
7;radar_station;825.00;10.07;2470.00;2.61;0
7;rocket_site;812.00;9.70;2480.00;3.45;0
7;nuclear_reactor;812.00;9.70;2481.00;1.29;0
8;arms_factory;941.00;11.73;2258.00;4.83;0
8;arms_factory;917.00;9.90;2296.00;0.11;0
8;arms_factory;897.00;12.73;2349.00;2.78;0
8;arms_factory;937.00;10.23;2271.00;5.44;0
8;arms_factory;915.00;10.20;2318.00;2.17;0
8;arms_factory;906.00;12.35;2357.00;3.38;0
8;industrial_complex;928.00;11.30;2280.00;1.22;0
8;industrial_complex;915.00;10.00;2330.00;5.34;0
8;industrial_complex;885.00;12.60;2364.00;5.45;0
8;industrial_complex;901.00;9.85;2409.00;3.29;0
8;industrial_complex;896.00;12.13;2340.00;5.95;0
8;industrial_complex;845.00;10.73;2407.00;2.33;0
8;air_base;893.00;9.78;2422.00;3.89;0
8;naval_base;919.00;10.03;2321.00;0.14;1700
8;naval_base;829.00;9.88;2422.00;-1.57;1686
8;naval_base;868.00;9.53;2383.00;-0.97;1607
8;naval_base;920.00;9.60;2284.00;-1.16;1700
8;bunker;943.00;11.53;2312.00;0.18;0
8;bunker;887.00;11.78;2385.00;2.84;0
8;bunker;913.00;12.60;2329.00;5.50;0
8;bunker;852.00;11.90;2436.00;2.24;0
8;coastal_bunker;847.00;9.70;2450.00;-1.57;0
8;coastal_bunker;886.00;9.50;2330.00;0.14;0
8;coastal_bunker;921.00;9.70;2382.00;1.37;0
8;coastal_bunker;950.00;9.70;2311.00;-4.46;0
8;dockyard;838.00;9.60;2424.00;-1.57;0
8;anti_air_building;900.00;10.73;2353.00;6.02;0
8;anti_air_building;948.00;9.82;2275.00;6.12;0
8;anti_air_building;932.00;12.48;2313.00;3.96;0
8;synthetic_refinery;913.00;13.32;2360.00;1.80;0
8;fuel_silo;938.00;11.13;2284.00;4.46;0
8;radar_station;892.00;10.48;2346.00;0.63;0
8;rocket_site;897.00;11.55;2368.00;2.41;0
8;nuclear_reactor;909.00;9.90;2292.00;0.25;0
9;arms_factory;3846.00;9.70;2404.00;2.78;0
9;arms_factory;3865.00;9.70;2411.00;5.44;0
9;arms_factory;3867.00;9.70;2408.00;2.17;0
9;arms_factory;3844.00;9.70;2415.00;3.38;0
9;arms_factory;3857.00;9.70;2401.00;1.22;0
9;arms_factory;3856.00;9.70;2398.00;5.34;0
9;industrial_complex;3844.00;9.70;2405.00;5.45;0
9;industrial_complex;3867.00;9.70;2402.00;3.29;0
9;industrial_complex;3868.00;9.70;2409.00;5.95;0
9;industrial_complex;3842.00;9.70;2416.00;2.33;0
9;industrial_complex;3869.00;9.70;2413.00;3.89;0
9;industrial_complex;3860.00;9.70;2399.00;1.73;0
9;air_base;3864.00;9.70;2417.00;4.40;0
9;naval_base;3871.00;9.70;2418.00;1.57;1682
9;bunker;3865.00;9.70;2410.00;2.34;0
9;coastal_bunker;3844.00;9.50;2399.00;1.57;0
9;dockyard;3889.00;9.70;2403.00;1.57;0
9;anti_air_building;3879.00;9.70;2411.00;5.50;0
9;anti_air_building;3864.00;9.70;2396.00;2.24;0
9;anti_air_building;3873.00;9.70;2415.00;3.45;0
9;synthetic_refinery;3871.00;9.70;2401.00;1.29;0
9;fuel_silo;3865.00;9.70;2408.00;2.85;0
9;radar_station;3864.00;9.70;2408.00;1.09;0
9;rocket_site;3874.00;9.70;2412.00;1.90;0
9;nuclear_reactor;3838.00;9.70;2410.00;6.02;0
10;arms_factory;1111.00;11.45;2122.00;2.17;0
10;arms_factory;1195.00;12.05;2220.00;3.38;0
10;arms_factory;1307.00;17.58;2330.00;1.22;0
10;arms_factory;1282.00;12.68;2222.00;5.34;0
10;arms_factory;1029.00;12.40;1948.00;5.45;0
10;arms_factory;1053.00;14.68;2112.00;3.29;0
10;industrial_complex;1002.00;16.83;2417.00;5.95;0
10;industrial_complex;1293.00;15.18;2371.00;2.33;0
10;industrial_complex;1071.00;12.90;2468.00;3.89;0
10;industrial_complex;1117.00;14.95;2266.00;1.73;0
10;industrial_complex;1070.00;11.18;1932.00;4.40;0
10;industrial_complex;1177.00;12.80;2483.00;0.78;0
10;air_base;1216.00;10.93;2083.00;2.34;0
10;naval_base;1019.00;9.93;2154.00;-3.20;1701
10;naval_base;1061.00;9.50;2276.00;0.00;1701
10;naval_base;950.00;9.50;2069.00;-2.23;1656
10;naval_base;946.00;11.28;2404.00;-0.97;1642
10;naval_base;916.00;9.50;2424.00;-0.82;1686
10;naval_base;983.00;9.60;2333.00;-0.84;1642
10;naval_base;1051.00;10.50;2264.00;-1.89;1701
10;naval_base;961.00;9.70;2014.00;-1.80;1656
10;naval_base;997.00;9.70;2127.00;-2.44;1656
10;naval_base;934.00;9.70;1990.00;-2.20;1656
10;naval_base;958.00;9.50;2034.00;-1.47;1656
10;naval_base;1070.00;9.68;2270.00;-1.03;1701
10;bunker;986.00;9.70;2084.00;1.80;0
10;bunker;1128.00;12.05;2505.00;4.46;0
10;bunker;958.00;9.70;2377.00;6.03;0
10;bunker;1034.00;13.75;2471.00;2.41;0
10;bunker;1193.00;11.95;2151.00;0.25;0
10;bunker;1206.00;11.38;2113.00;1.45;0
10;bunker;1066.00;16.77;2352.00;4.47;0
10;bunker;1005.00;9.70;2131.00;0.85;0
10;bunker;1122.00;15.73;2232.00;3.52;0
10;bunker;1185.00;10.25;2350.00;5.08;0
10;bunker;991.00;17.43;2482.00;2.92;0
10;bunker;1126.00;15.07;2350.00;5.58;0
10;bunker;1207.00;13.07;2215.00;1.96;0
10;bunker;1300.00;16.18;2331.00;4.98;0
10;bunker;1288.00;15.88;2292.00;6.19;0
10;bunker;1037.00;10.45;2021.00;4.03;0
10;bunker;1218.00;15.43;2472.00;0.41;0
10;bunker;998.00;13.23;2360.00;1.97;0
10;bunker;1043.00;10.85;1959.00;4.63;0
10;bunker;1034.00;11.18;1941.00;2.47;0
10;bunker;1011.00;9.95;2005.00;5.14;0
10;bunker;1075.00;13.30;1901.00;0.41;0
10;bunker;1159.00;13.78;2390.00;4.54;0
10;bunker;1012.00;11.70;2307.00;0.92;0
10;bunker;1070.00;13.00;2128.00;2.48;0
10;bunker;1101.00;14.75;1914.00;5.14;0
10;bunker;1167.00;11.45;2133.00;2.98;0
10;bunker;1091.00;11.32;2088.00;4.19;0
10;bunker;983.00;12.80;2010.00;0.92;0
10;bunker;1094.00;9.70;2031.00;3.59;0
10;bunker;1174.00;10.43;2248.00;6.25;0
10;bunker;1059.00;10.07;2229.00;2.64;0
10;bunker;1243.00;12.70;2311.00;5.65;0
10;bunker;1012.00;13.18;2089.00;2.04;0
10;bunker;928.00;9.73;1986.00;4.70;0
10;bunker;1015.00;11.35;2025.00;2.54;0
10;coastal_bunker;1001.00;9.98;2320.00;-0.84;0
10;coastal_bunker;935.00;9.50;2447.00;-0.82;0
10;coastal_bunker;951.00;9.50;2369.00;-0.97;0
10;coastal_bunker;930.00;9.50;1989.00;-2.20;0
10;coastal_bunker;1024.00;9.70;2213.00;-1.89;0
10;coastal_bunker;1057.00;9.50;2276.00;0.00;0
10;coastal_bunker;1033.00;9.70;2173.00;-3.20;0
10;coastal_bunker;1074.00;10.03;2275.00;-1.03;0
10;coastal_bunker;997.00;9.70;2127.00;-2.44;0
10;coastal_bunker;949.00;9.70;2073.00;-2.23;0
10;coastal_bunker;963.00;9.50;2023.00;-1.47;0
10;coastal_bunker;952.00;9.70;2002.00;-1.80;0
10;dockyard;963.00;11.28;2426.00;-0.97;0
10;anti_air_building;1081.00;15.90;2430.00;0.65;0
10;anti_air_building;1020.00;13.13;2045.00;4.77;0
10;anti_air_building;1153.00;12.32;2461.00;0.04;0
10;synthetic_refinery;1269.00;16.85;2455.00;4.17;0
10;fuel_silo;972.00;10.23;2004.00;5.37;0
10;radar_station;1127.00;16.23;2221.00;3.25;0
10;rocket_site;1081.00;14.85;2114.00;6.23;0
10;nuclear_reactor;1177.00;15.15;2338.00;1.16;0
11;arms_factory;3523.00;9.70;1707.00;5.34;0
11;arms_factory;3513.00;10.82;1924.00;5.45;0
11;arms_factory;3503.00;9.82;1881.00;3.29;0
11;arms_factory;3596.00;9.70;1800.00;5.95;0
11;arms_factory;3575.00;9.70;1865.00;2.33;0
11;arms_factory;3615.00;9.70;1844.00;3.89;0
11;industrial_complex;3580.00;9.70;1749.00;1.73;0
11;industrial_complex;3547.00;10.75;1942.00;4.40;0
11;industrial_complex;3541.00;10.50;1753.00;0.78;0
11;industrial_complex;3545.00;10.32;1922.00;2.34;0
11;industrial_complex;3534.00;10.07;1849.00;0.18;0
11;industrial_complex;3535.00;9.75;1705.00;2.84;0
11;air_base;3601.00;9.70;1818.00;5.50;0
11;naval_base;3560.00;9.50;1785.00;-0.49;1683
11;naval_base;3634.00;9.50;1902.00;0.93;1699
11;naval_base;3532.00;9.50;1687.00;0.17;1683
11;naval_base;3504.00;9.50;1764.00;1.53;1683
11;naval_base;3505.00;9.50;1832.00;-2.23;1680
11;naval_base;3629.00;9.70;1854.00;0.79;1699
11;naval_base;3501.00;9.50;1895.00;-2.00;1680
11;naval_base;3608.00;9.70;1756.00;-4.27;1699
11;naval_base;3557.00;9.70;1704.00;0.71;1683
11;naval_base;3504.00;9.50;1869.00;-1.28;1680
11;bunker;3567.00;10.03;1817.00;4.46;0
11;bunker;3577.00;9.88;1913.00;6.03;0
11;bunker;3552.00;9.70;1687.00;2.41;0
11;bunker;3610.00;9.73;1881.00;0.25;0
11;bunker;3547.00;9.70;1820.00;1.45;0
11;bunker;3533.00;10.32;1750.00;4.47;0
11;bunker;3590.00;10.10;1927.00;0.85;0
11;bunker;3588.00;9.73;1735.00;3.52;0
11;bunker;3569.00;10.00;1916.00;5.08;0
11;bunker;3521.00;11.63;1897.00;2.92;0
11;bunker;3520.00;10.82;1857.00;5.58;0
11;bunker;3531.00;9.70;1661.00;1.96;0
11;coastal_bunker;3625.00;9.70;1898.00;0.93;0
11;coastal_bunker;3605.00;9.70;1726.00;-0.28;0
11;coastal_bunker;3556.00;9.70;1761.00;1.53;0
11;coastal_bunker;3506.00;9.50;1854.00;-1.28;0
11;coastal_bunker;3506.00;9.50;1782.00;-1.05;0
11;coastal_bunker;3623.00;9.70;1881.00;0.79;0
11;coastal_bunker;3534.00;9.70;1679.00;0.17;0
11;coastal_bunker;3535.00;9.50;1687.00;0.71;0
11;coastal_bunker;3492.00;9.50;1914.00;-2.00;0
11;coastal_bunker;3596.00;9.70;1810.00;-4.15;0
11;dockyard;3618.00;9.50;1717.00;-0.28;0
11;anti_air_building;3530.00;9.70;1722.00;2.48;0
11;anti_air_building;3609.00;9.70;1921.00;5.14;0
11;anti_air_building;3555.00;9.70;1703.00;2.98;0
11;synthetic_refinery;3572.00;10.43;1817.00;4.19;0
11;fuel_silo;3577.00;9.82;1885.00;0.92;0
11;radar_station;3566.00;9.88;1806.00;4.71;0
11;rocket_site;3516.00;9.70;1687.00;6.25;0
11;nuclear_reactor;3530.00;10.32;1824.00;2.64;0
12;arms_factory;4058.00;9.73;2273.00;3.29;0
12;arms_factory;4047.00;9.95;2265.00;5.95;0
12;arms_factory;4043.00;10.10;2259.00;2.33;0
12;arms_factory;4054.00;10.15;2253.00;3.89;0
12;arms_factory;4056.00;10.07;2248.00;1.73;0
12;arms_factory;4062.00;10.00;2251.00;4.40;0
12;industrial_complex;4041.00;9.88;2238.00;0.78;0
12;industrial_complex;4055.00;10.05;2231.00;2.34;0
12;industrial_complex;4045.00;9.78;2236.00;0.18;0
12;industrial_complex;4045.00;10.10;2278.00;2.84;0
12;industrial_complex;4045.00;9.70;2215.00;5.50;0
12;industrial_complex;4055.00;10.10;2271.00;2.24;0
12;air_base;4041.00;9.73;2263.00;3.45;0
12;naval_base;4040.00;9.50;2264.00;-2.52;1584
12;bunker;4060.00;10.03;2252.00;2.85;0
12;coastal_bunker;4051.00;9.75;2279.00;-2.52;0
12;dockyard;4038.00;9.50;2240.00;-2.52;0
12;anti_air_building;4047.00;9.78;2245.00;6.02;0
12;anti_air_building;4061.00;9.73;2228.00;6.12;0
12;anti_air_building;4048.00;9.93;2218.00;3.96;0
12;synthetic_refinery;4058.00;9.80;2225.00;1.80;0
12;fuel_silo;4047.00;9.95;2264.00;4.46;0
12;radar_station;4053.00;10.13;2243.00;0.63;0
12;rocket_site;4041.00;9.82;2262.00;2.41;0
12;nuclear_reactor;4064.00;9.90;2247.00;0.25;0
13;arms_factory;946.00;11.60;2205.00;2.33;0
13;arms_factory;962.00;15.43;2199.00;3.89;0
13;arms_factory;928.00;10.93;2220.00;1.73;0
13;arms_factory;923.00;9.85;2210.00;4.40;0
13;arms_factory;954.00;9.82;2165.00;0.78;0
13;arms_factory;927.00;9.78;2191.00;2.34;0
13;industrial_complex;960.00;14.32;2210.00;0.18;0
13;industrial_complex;919.00;9.78;2216.00;2.84;0
13;industrial_complex;924.00;9.70;2230.00;5.50;0
13;industrial_complex;936.00;10.03;2181.00;2.24;0
13;industrial_complex;940.00;10.75;2172.00;3.45;0
13;industrial_complex;920.00;9.70;2199.00;1.29;0
13;air_base;952.00;13.07;2191.00;2.85;0
13;naval_base;918.00;9.50;2186.00;-2.32;1700
13;naval_base;929.00;9.73;2232.00;-2.39;1700
13;bunker;945.00;11.18;2187.00;6.02;0
13;bunker;961.00;14.55;2201.00;6.12;0
13;coastal_bunker;915.00;9.50;2246.00;-2.39;0
13;coastal_bunker;912.00;9.50;2208.00;-2.32;0
13;dockyard;955.00;9.75;2220.00;-2.39;0
13;anti_air_building;957.00;13.70;2210.00;6.03;0
13;anti_air_building;938.00;9.73;2163.00;2.41;0
13;anti_air_building;983.00;10.55;2199.00;0.25;0
13;synthetic_refinery;957.00;12.40;2180.00;1.45;0
13;fuel_silo;922.00;9.98;2211.00;4.47;0
13;radar_station;950.00;14.05;2204.00;2.04;0
13;rocket_site;981.00;10.73;2190.00;3.52;0
13;nuclear_reactor;939.00;11.90;2211.00;5.08;0
14;arms_factory;4044.00;9.70;2195.00;1.73;0
14;arms_factory;4042.00;9.70;2186.00;4.40;0
14;arms_factory;4042.00;9.70;2185.00;0.78;0
14;arms_factory;4046.00;9.70;2199.00;2.34;0
14;arms_factory;4041.00;9.70;2190.00;0.18;0
14;arms_factory;4043.00;9.70;2189.00;2.84;0
14;industrial_complex;4044.00;9.70;2201.00;5.50;0
14;industrial_complex;4043.00;9.70;2194.00;2.24;0
14;industrial_complex;4040.00;9.70;2191.00;3.45;0
14;industrial_complex;4040.00;9.70;2185.00;1.29;0
14;industrial_complex;4044.00;9.70;2199.00;2.85;0
14;industrial_complex;4044.00;9.70;2196.00;5.51;0
14;air_base;4041.00;9.70;2189.00;1.90;0
14;naval_base;4043.00;9.70;2182.00;0.79;1698
14;bunker;4043.00;9.70;2200.00;6.12;0
14;coastal_bunker;4047.00;9.50;2197.00;0.79;0
14;dockyard;4040.00;9.70;2192.00;-2.03;0
14;anti_air_building;4041.00;9.70;2183.00;4.46;0
14;anti_air_building;4043.00;9.70;2195.00;6.03;0
14;anti_air_building;4039.00;9.70;2189.00;2.41;0
14;synthetic_refinery;4040.00;9.70;2188.00;0.25;0
14;fuel_silo;4046.00;9.70;2199.00;1.45;0
14;radar_station;4043.00;9.70;2190.00;5.74;0
14;rocket_site;4043.00;9.70;2189.00;0.85;0
14;nuclear_reactor;4042.00;9.70;2182.00;3.52;0
15;arms_factory;4036.00;9.70;2159.00;0.78;0
15;arms_factory;4030.00;9.70;2153.00;2.34;0
15;arms_factory;4035.00;9.70;2153.00;0.18;0
15;arms_factory;4044.00;9.70;2164.00;2.84;0
15;arms_factory;4044.00;9.70;2164.00;5.50;0
15;arms_factory;4037.00;9.70;2160.00;2.24;0
15;industrial_complex;4032.00;9.70;2151.00;3.45;0
15;industrial_complex;4032.00;9.70;2149.00;1.29;0
15;industrial_complex;4045.00;9.70;2165.00;2.85;0
15;industrial_complex;4035.00;9.70;2158.00;5.51;0
15;industrial_complex;4030.00;9.70;2152.00;1.90;0
15;industrial_complex;4030.00;9.70;2152.00;6.02;0
15;air_base;4040.00;9.70;2160.00;6.12;0
15;naval_base;4042.00;9.50;2162.00;-4.17;1698
15;bunker;4035.00;9.70;2159.00;1.80;0
15;coastal_bunker;4037.00;9.70;2157.00;-4.17;0
15;dockyard;4028.00;9.50;2150.00;-1.11;0
15;anti_air_building;4043.00;9.70;2164.00;2.41;0
15;anti_air_building;4030.00;9.70;2151.00;0.25;0
